temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),ET₀ (mm),wind_speed_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),shortwave_radiation_instant (W/m²),crop,Kc,ETc (mm),soil_deficit,irrigation_need,irrigation_amount,month,quarter
29.608333333333334,84.25,2.0,4.3,5.2250000000000005,28.637500000000003,0.3227083333333333,5455.2,Maize,0.4,1.72,-0.28,False,0.0,8,3
29.7,80.66666666666667,2.6,4.63,8.320833333333333,28.741666666666664,0.32183333333333336,5688.5,Maize,0.4,1.852,-0.748,False,0.0,8,3
29.454166666666666,79.29166666666667,0.4,4.77,9.641666666666667,28.849999999999998,0.320125,5642.9,Maize,0.4,1.908,1.508,False,0.0,8,3
27.379166666666666,83.79166666666667,3.5999999999999996,3.29,13.533333333333333,28.891666666666666,0.32025,3932.3,Maize,0.4,1.316,-2.284,False,0.0,8,3
27.483333333333334,82.91666666666667,8.1,3.9899999999999998,7.6000000000000005,28.75,0.32079166666666664,5089.7,Maize,0.4,1.596,-6.504,False,0.0,8,3
27.329166666666666,82.08333333333333,12.5,4.52,6.3500000000000005,28.625,0.316875,5842.9,Maize,0.4,1.8079999999999998,-10.692,False,0.0,8,3
27.070833333333336,84.5,1.7000000000000002,3.95,4.916666666666667,28.520833333333332,0.31425,5299.0,Maize,0.4,1.58,-0.1200000000000001,False,0.0,8,3
28.045833333333334,77.70833333333333,0.30000000000000004,4.54,6.379166666666666,28.5,0.314125,5772.5,Maize,0.4,1.816,1.516,False,0.0,8,3
26.8125,79.91666666666667,0.7999999999999999,4.51,7.366666666666667,28.424999999999997,0.311125,5955.2,Maize,0.4,1.804,1.004,False,0.0,8,3
28.258333333333336,75.125,0.0,4.89,5.995833333333334,28.399999999999995,0.30633333333333335,6115.4,Maize,0.4,1.956,1.956,False,0.0,8,3
28.27916666666667,75.08333333333333,0.0,4.88,6.954166666666667,28.429166666666664,0.30654166666666666,6015.0,Maize,0.4,1.952,1.952,False,0.0,8,3
29.170833333333334,77.20833333333333,0.0,4.6899999999999995,6.25,28.5,0.302,5810.0,Maize,0.35,1.6414999999999997,1.6414999999999997,False,0.0,8,3
29.900000000000002,72.83333333333333,0.0,4.95,7.391666666666667,28.579166666666666,0.2987083333333333,5791.5,Maize,1.1,5.445,5.445,False,0.0,9,3
29.883333333333336,71.75,0.0,4.79,4.9624999999999995,28.724999999999998,0.29804166666666665,5762.7,Maize,1.1,5.269,5.269,False,0.0,9,3
29.40833333333333,74.41666666666667,0.6,4.75,6.070833333333333,28.825,0.29875,5768.6,Maize,1.1,5.2250000000000005,4.625000000000001,False,0.0,9,3
29.416666666666668,72.20833333333333,0.0,4.91,5.5375000000000005,28.899999999999995,0.3027083333333333,6000.099999999999,Maize,1.1,5.401000000000001,5.401000000000001,False,0.0,9,3
28.7625,71.33333333333333,0.0,5.0200000000000005,7.579166666666667,28.983333333333334,0.301125,5893.8,Maize,1.1,5.522000000000001,5.522000000000001,False,0.0,9,3
29.5125,70.29166666666667,0.0,4.95,5.370833333333334,29.0,0.299375,6009.2,Maize,1.1,5.445,5.445,False,0.0,9,3
30.016666666666666,67.75,0.0,5.06,5.395833333333333,29.05,0.297375,5962.4,Maize,1.1,5.566,5.566,False,0.0,9,3
29.712500000000002,72.54166666666667,0.8,4.59,6.645833333333333,29.125,0.29741666666666666,5455.7,Maize,1.1,5.049,4.2490000000000006,False,0.0,9,3
27.741666666666664,78.66666666666667,5.2,4.24,7.679166666666667,29.2,0.29820833333333335,5194.6,Maize,1.1,4.664000000000001,-0.5359999999999996,False,0.0,9,3
27.974999999999998,77.625,0.7,4.12,5.333333333333333,29.2,0.2989583333333333,5191.1,Maize,1.1,4.532000000000001,3.8320000000000007,False,0.0,9,3
28.72083333333333,76.0,0.0,4.44,4.704166666666667,29.1125,0.2995,5627.6,Maize,1.1,4.884000000000001,4.884000000000001,False,0.0,9,3
29.166666666666668,79.04166666666667,1.4000000000000001,4.26,6.716666666666666,29.133333333333336,0.302,5275.8,Maize,1.1,4.686,3.2859999999999996,False,0.0,9,3
28.708333333333332,80.91666666666667,3.9,3.83,5.8500000000000005,29.11666666666667,0.30316666666666664,4790.6,Maize,1.1,4.213,0.31300000000000017,False,0.0,9,3
28.875,80.04166666666667,11.0,3.9000000000000004,6.120833333333334,29.145833333333332,0.30083333333333334,4901.6,Maize,1.1,4.290000000000001,-6.709999999999999,False,0.0,9,3
27.34166666666667,84.95833333333333,6.4,3.17,7.191666666666666,29.179166666666664,0.2987916666666666,3972.8,Maize,1.1,3.487,-2.9130000000000003,False,0.0,9,3
28.483333333333334,79.70833333333333,0.6,4.06,4.4875,29.041666666666668,0.29783333333333334,5141.4,Maize,1.1,4.466,3.866,False,0.0,9,3
26.566666666666666,85.25,18.3,2.67,8.504166666666666,28.96666666666667,0.297375,3192.8,Maize,1.1,2.9370000000000003,-15.363,False,0.0,9,3
26.84583333333333,81.16666666666667,4.2,3.55,7.8500000000000005,28.758333333333336,0.299875,4493.3,Maize,1.1,3.9050000000000002,-0.29499999999999993,False,0.0,9,3
27.47083333333333,82.16666666666667,5.3,3.81,5.945833333333333,28.566666666666666,0.3036666666666667,4861.3,Maize,1.1,4.191000000000001,-1.108999999999999,False,0.0,9,3
28.05,76.625,0.0,4.0600000000000005,7.066666666666666,28.399999999999995,0.30616666666666664,5021.5,Maize,1.1,4.466000000000001,4.466000000000001,False,0.0,9,3
28.2625,76.375,8.1,4.22,6.704166666666667,28.349999999999998,0.30545833333333333,5224.7,Maize,1.1,4.642,-3.4579999999999993,False,0.0,9,3
27.59166666666667,78.125,0.2,3.93,6.179166666666667,28.337500000000002,0.305,4981.7,Maize,1.1,4.323,4.123,False,0.0,9,3
26.916666666666668,78.125,0.8,3.29,4.0625,28.295833333333334,0.3075,4140.1,Maize,1.1,3.619,2.819,False,0.0,9,3
26.395833333333332,83.25,0.0,3.47,5.575,28.150000000000002,0.3092916666666667,4569.6,Maize,1.1,3.8170000000000006,3.8170000000000006,False,0.0,9,3
25.52916666666667,82.625,0.5,3.5100000000000002,7.066666666666666,28.025000000000002,0.30679166666666663,4619.0,Maize,1.1,3.8610000000000007,3.3610000000000007,False,0.0,9,3
26.295833333333334,72.83333333333333,0.0,4.18,6.1375,27.916666666666668,0.30520833333333336,5294.0,Maize,1.1,4.598,4.598,False,0.0,9,3
25.641666666666666,74.20833333333333,0.0,4.2,6.991666666666667,27.816666666666666,0.30383333333333334,5309.8,Maize,1.1,4.620000000000001,4.620000000000001,False,0.0,9,3
25.84166666666667,73.95833333333333,0.0,4.12,5.8125,27.712500000000002,0.302625,5252.0,Maize,1.1,4.532000000000001,4.532000000000001,False,0.0,9,3
26.474999999999998,71.33333333333333,0.0,4.15,6.175,27.608333333333334,0.2997916666666666,5201.7,Maize,1.1,4.565,4.565,False,0.0,9,3
25.9375,73.0,0.0,4.35,8.829166666666667,27.52916666666667,0.2985,5221.4,Maize,1.1,4.785,4.785,False,0.0,9,3
