date,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),ET₀ (mm),wind_speed_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),shortwave_radiation_instant (W/m²),crop,Kc,ETc (mm)
2020-02-26,17.287499999999998,74.125,0.0,3.21,5.454166666666667,16.125,0.31479166666666664,5039.0,Wheat,0.35,1.1235
2020-02-27,17.683333333333334,80.16666666666667,0.0,2.76,6.925,16.258333333333333,0.316625,4164.6,Wheat,0.35,0.9659999999999999
2020-02-28,19.416666666666668,75.41666666666667,0.30000000000000004,3.22,14.383333333333333,16.42083333333333,0.31816666666666665,4381.1,Wheat,0.35,1.127
2020-02-29,17.454166666666666,82.79166666666667,4.1,2.25,9.775,16.587500000000002,0.3145,3191.6,Wheat,0.35,0.7875
2020-03-01,17.595833333333335,75.08333333333333,0.2,3.19,6.7875000000000005,16.729166666666668,0.3094166666666667,4792.4,Wheat,0.35,1.1164999999999998
2020-03-02,17.820833333333333,77.20833333333333,0.1,3.16,5.854166666666667,16.845833333333335,0.30575,4813.3,Wheat,0.35,1.1059999999999999
2020-03-03,17.650000000000002,76.29166666666667,0.0,3.47,6.545833333333333,17.025000000000002,0.3025833333333333,5348.3,Wheat,0.35,1.2145
2020-03-04,18.35833333333333,71.08333333333333,0.8,3.31,7.204166666666667,17.129166666666666,0.3007083333333333,4705.3,Wheat,0.35,1.1584999999999999
2020-03-05,16.870833333333334,76.29166666666667,7.4,2.55,11.620833333333332,17.2,0.29975,3610.1,Wheat,0.35,0.8924999999999998
2020-03-06,14.5875,83.08333333333333,17.7,1.29,16.245833333333334,17.116666666666667,0.3005,1416.1,Wheat,0.35,0.45149999999999996
2020-03-07,13.341666666666667,86.375,10.1,1.24,12.75,16.820833333333333,0.30204166666666665,1902.4,Wheat,0.35,0.434
2020-03-08,15.549999999999999,75.95833333333333,0.0,3.33,7.933333333333334,16.533333333333335,0.30233333333333334,5272.4,Wheat,0.35,1.1655
