date,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),ET₀ (mm),wind_speed_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),shortwave_radiation_instant (W/m²),crop,Kc,ETc (mm)
2020-12-24,11.191666666666668,79.375,0.0,1.79,5.508333333333333,15.825000000000001,0.247,3273.7999999999997,Wheat,1.1,1.9690000000000003
2020-12-25,11.020833333333334,82.125,0.0,1.81,6.7375,15.720833333333333,0.245,3286.9,Wheat,1.1,1.9910000000000003
2020-12-26,9.845833333333333,85.58333333333333,0.0,1.49,5.779166666666666,15.620833333333332,0.246,2806.4,Wheat,1.1,1.639
2020-12-27,10.733333333333334,83.16666666666667,7.300000000000001,1.72,10.516666666666667,15.458333333333334,0.253,3033.1,Wheat,1.1,1.8920000000000001
2020-12-28,8.466666666666667,73.54166666666667,0.0,1.69,6.1499999999999995,15.304166666666667,0.258,3303.4,Wheat,1.1,1.859
2020-12-29,7.908333333333332,81.66666666666667,0.0,1.72,9.104166666666666,15.066666666666668,0.262,3408.4,Wheat,1.1,1.8920000000000001
2020-12-30,8.129166666666666,88.33333333333333,0.0,1.52,5.695833333333333,14.783333333333333,0.26508333333333334,3167.6,Wheat,1.1,1.6720000000000002
2020-12-31,9.020833333333334,84.875,0.0,1.59,6.575,14.512500000000001,0.26933333333333337,3122.9,Wheat,1.1,1.7490000000000003
2021-01-01,8.858333333333333,85.83333333333333,0.0,1.54,5.183333333333334,14.283333333333333,0.2765,3120.2,Wheat,1.1,1.6940000000000002
2021-01-02,12.174999999999999,83.83333333333333,4.8,1.16,6.354166666666667,14.116666666666667,0.28450000000000003,1942.8,Wheat,1.1,1.276
2021-01-03,14.654166666666667,82.83333333333333,10.1,1.19,10.6875,14.154166666666667,0.28783333333333333,1686.6000000000001,Wheat,1.1,1.309
2021-01-04,15.466666666666667,85.75,23.8,1.21,9.220833333333333,14.429166666666667,0.28812499999999996,1884.2,Wheat,1.1,1.331
2021-01-05,14.762500000000001,84.5,14.5,0.9500000000000001,11.4125,14.758333333333333,0.28920833333333335,1136.6,Wheat,1.1,1.0450000000000002
2021-01-06,14.320833333333333,90.04166666666667,5.7,1.31,5.6499999999999995,14.970833333333333,0.30120833333333336,2307.3,Wheat,1.1,1.4410000000000003
2021-01-07,13.15,89.75,0.0,1.68,5.204166666666667,15.154166666666667,0.3136666666666667,2974.1,Wheat,1.1,1.848
2021-01-08,12.066666666666668,86.54166666666667,0.2,1.68,4.595833333333333,15.266666666666666,0.3159166666666667,3050.3,Wheat,1.1,1.848
2021-01-09,11.566666666666668,85.625,0.3,1.6300000000000001,6.6125,15.300000000000002,0.3176666666666667,2753.1,Wheat,1.1,1.7930000000000004
2021-01-10,10.479166666666666,90.91666666666667,0.0,1.41,7.729166666666667,15.25,0.31879166666666664,2883.5,Wheat,1.1,1.551
2021-01-11,10.779166666666667,86.45833333333333,0.0,1.7400000000000002,8.674999999999999,15.120833333333332,0.3205,3171.8,Wheat,1.1,1.9140000000000004
2021-01-12,8.945833333333333,89.41666666666667,0.0,1.48,7.816666666666666,15.008333333333333,0.3215,3027.9,Wheat,1.1,1.6280000000000001
2021-01-13,8.383333333333333,91.25,0.0,1.6400000000000001,6.7625,14.783333333333333,0.3225,3339.3,Wheat,1.1,1.8040000000000003
2021-01-14,9.3375,89.79166666666667,0.0,1.51,4.404166666666667,14.558333333333332,0.323,2967.6,Wheat,1.1,1.6610000000000003
2021-01-15,9.429166666666667,89.625,0.0,1.69,4.870833333333334,14.424999999999999,0.323,3337.9,Wheat,1.1,1.859
2021-01-16,10.004166666666666,93.29166666666667,0.0,1.4,6.154166666666666,14.350000000000001,0.323,2776.6,Wheat,1.1,1.54
2021-01-17,10.549999999999999,87.875,0.0,1.3,9.65,14.300000000000002,0.3225,2261.8,Wheat,1.1,1.4300000000000002
2021-01-18,12.516666666666666,81.41666666666667,0.0,1.98,5.995833333333334,14.300000000000002,0.3215,3454.0,Wheat,1.1,2.178
2021-01-19,12.4,82.29166666666667,0.0,2.17,8.141666666666667,14.333333333333334,0.321,3716.3,Wheat,1.1,2.387
2021-01-20,11.325000000000001,83.375,0.0,2.02,7.208333333333333,14.4,0.32079166666666664,3660.5,Wheat,1.1,2.2220000000000004
2021-01-21,11.1,81.08333333333333,0.0,2.0300000000000002,5.895833333333333,14.4,0.32033333333333336,3711.9,Wheat,1.1,2.2330000000000005
2021-01-22,12.558333333333332,81.95833333333333,0.0,1.8499999999999999,11.245833333333332,14.300000000000002,0.3225,3199.1,Wheat,1.1,2.035
2021-01-23,13.516666666666666,85.5,13.5,1.7,14.049999999999999,14.300000000000002,0.32375000000000004,2931.7000000000003,Wheat,1.1,1.87
2021-01-24,11.258333333333333,86.75,0.0,1.75,5.991666666666667,14.375,0.32558333333333334,3076.0,Wheat,1.1,1.9250000000000003
2021-01-25,10.85,82.41666666666667,0.0,2.11,7.1875,14.4,0.3275,3828.1,Wheat,1.1,2.321
2021-01-26,10.983333333333334,79.79166666666667,0.0,2.17,7.204166666666667,14.329166666666667,0.327,3904.6000000000004,Wheat,1.1,2.387
2021-01-27,10.441666666666666,79.875,0.0,2.14,7.6000000000000005,14.300000000000002,0.324,3966.4,Wheat,1.1,2.3540000000000005
2021-01-28,10.5875,78.625,0.0,2.2199999999999998,5.875,14.204166666666666,0.32183333333333336,4057.5,Wheat,1.1,2.4419999999999997
2021-01-29,10.549999999999999,79.625,0.0,2.17,6.845833333333334,14.108333333333333,0.3215,3936.7999999999997,Wheat,1.1,2.387
2021-01-30,10.233333333333333,77.54166666666667,0.0,2.25,6.245833333333334,14.004166666666668,0.319,4154.7,Wheat,1.1,2.475
2021-01-31,11.858333333333334,76.79166666666667,0.3,2.38,5.3,13.929166666666667,0.31683333333333336,4174.2,Wheat,1.1,2.618
2021-02-01,13.104166666666666,75.08333333333333,0.0,2.47,6.408333333333334,13.975,0.313625,4194.4,Wheat,1.1,2.7170000000000005
2021-02-02,14.345833333333333,75.54166666666667,0.1,2.54,6.0125,14.087499999999999,0.310375,4205.7,Wheat,1.1,2.7940000000000005
2021-02-03,14.7875,70.25,0.8,2.57,12.470833333333333,14.291666666666666,0.30920833333333336,3483.2,Wheat,1.1,2.827
2021-02-04,11.666666666666666,74.75,4.7,1.9,10.637500000000001,14.479166666666666,0.307,2849.2,Wheat,1.1,2.09
2021-02-05,12.183333333333332,77.0,0.0,2.35,6.766666666666667,14.533333333333333,0.3032916666666667,3958.3,Wheat,1.1,2.5850000000000004
2021-02-06,12.495833333333332,74.125,0.0,2.6,8.979166666666666,14.591666666666667,0.3016666666666667,4335.5,Wheat,1.1,2.8600000000000003
2021-02-07,13.270833333333334,75.95833333333333,0.0,2.59,7.004166666666666,14.629166666666665,0.2999583333333333,4332.0,Wheat,1.1,2.849
2021-02-08,14.766666666666666,77.25,0.0,2.75,7.55,14.733333333333334,0.2972916666666667,4417.9,Wheat,1.1,3.0250000000000004
2021-02-09,15.4125,79.125,0.0,2.69,7.1000000000000005,14.887500000000001,0.29424999999999996,4299.7,Wheat,1.1,2.959
2021-02-10,15.566666666666668,77.625,0.0,2.79,6.170833333333333,15.079166666666666,0.29229166666666667,4451.8,Wheat,1.1,3.0690000000000004
2021-02-11,16.224999999999998,79.95833333333333,0.0,2.84,6.354166666666667,15.270833333333334,0.2924583333333333,4460.9,Wheat,0.7,1.9879999999999998
2021-02-12,16.066666666666666,83.54166666666667,0.0,2.76,5.658333333333334,15.475,0.29475,4382.3,Wheat,0.7,1.9319999999999997
2021-02-13,15.570833333333333,87.41666666666667,0.0,2.21,5.741666666666667,15.637500000000001,0.29804166666666665,3503.5,Wheat,0.7,1.547
2021-02-14,15.245833333333332,87.04166666666667,0.0,2.64,6.8875,15.745833333333332,0.29791666666666666,4349.4,Wheat,0.7,1.8479999999999999
2021-02-15,15.808333333333332,87.54166666666667,0.0,2.63,5.533333333333334,15.866666666666667,0.296875,4276.7,Wheat,0.7,1.8409999999999997
2021-02-16,16.445833333333333,85.0,0.0,2.76,5.8125,16.029166666666665,0.2955,4345.6,Wheat,0.7,1.9319999999999997
2021-02-17,16.474999999999998,81.875,0.0,2.9,5.670833333333333,16.1625,0.29462499999999997,4526.5,Wheat,0.7,2.03
2021-02-18,16.591666666666665,85.125,0.0,2.83,6.283333333333334,16.329166666666666,0.2933333333333333,4436.7,Wheat,0.7,1.9809999999999999
2021-02-19,17.008333333333333,76.125,0.0,3.16,6.820833333333333,16.470833333333335,0.2937916666666666,4815.3,Wheat,0.7,2.2119999999999997
2021-02-20,17.183333333333334,79.08333333333333,0.0,3.06,7.429166666666667,16.625,0.2957916666666666,4657.2,Wheat,0.7,2.142
2021-02-21,17.537499999999998,80.08333333333333,0.0,3.06,7.3500000000000005,16.733333333333334,0.29716666666666663,4607.5,Wheat,0.7,2.142
2021-02-22,18.570833333333333,77.16666666666667,0.0,3.36,6.858333333333333,16.858333333333334,0.2959583333333333,4887.7,Wheat,0.7,2.352
2021-02-23,19.866666666666667,68.16666666666667,0.0,3.47,5.383333333333333,17.058333333333334,0.29312499999999997,4939.9,Wheat,0.7,2.429
2021-02-24,19.991666666666667,60.208333333333336,0.0,3.85,7.2124999999999995,17.266666666666666,0.2866666666666666,4965.5,Wheat,0.7,2.695
2021-02-25,21.3,50.208333333333336,0.0,4.21,7.3500000000000005,17.516666666666666,0.28250000000000003,5045.4,Wheat,0.7,2.9469999999999996
2021-02-26,22.375,49.875,0.3,4.72,10.016666666666667,17.8,0.27616666666666667,5014.3,Wheat,0.7,3.304
2021-02-27,19.837500000000002,49.458333333333336,0.5,4.27,11.579166666666666,18.14166666666667,0.2719166666666667,4388.6,Wheat,0.7,2.9889999999999994
2021-02-28,18.0125,56.25,0.0,3.79,6.033333333333334,18.341666666666665,0.27195833333333336,5317.0,Wheat,0.7,2.653
2021-03-01,17.908333333333335,58.083333333333336,0.0,4.11,9.029166666666667,18.429166666666664,0.2705,5263.7,Wheat,0.7,2.8770000000000002
2021-03-02,18.016666666666666,57.166666666666664,0.0,4.19,9.1875,18.458333333333332,0.27075,5429.599999999999,Wheat,0.7,2.9330000000000003
2021-03-03,19.158333333333335,52.208333333333336,0.0,4.29,7.9125000000000005,18.458333333333332,0.267625,5423.9,Wheat,0.7,3.0029999999999997
2021-03-04,19.904166666666665,54.458333333333336,0.0,4.26,7.545833333333333,18.529166666666665,0.2648333333333333,5429.5,Wheat,0.7,2.9819999999999998
2021-03-05,19.466666666666665,56.375,0.0,4.59,10.4375,18.629166666666666,0.26433333333333336,5523.2,Wheat,0.7,3.2129999999999996
2021-03-06,21.254166666666666,46.041666666666664,0.0,4.68,10.441666666666666,18.679166666666667,0.262625,4634.3,Wheat,0.7,3.276
2021-03-07,22.95,45.041666666666664,0.2,5.19,17.420833333333334,18.783333333333335,0.259125,3758.4,Wheat,0.7,3.633
2021-03-08,22.3,52.083333333333336,0.0,4.84,12.0375,18.945833333333333,0.2548333333333333,5216.6,Wheat,0.7,3.388
2021-03-09,22.537499999999998,52.75,0.2,4.35,6.066666666666666,19.175,0.252125,5354.0,Wheat,0.7,3.0449999999999995
2021-03-10,21.616666666666664,58.708333333333336,0.0,4.07,6.3125,19.416666666666668,0.25033333333333335,5065.6,Wheat,0.7,2.849
2021-03-11,23.420833333333334,44.125,0.0,5.46,11.179166666666667,19.604166666666668,0.24966666666666668,5499.5,Wheat,0.7,3.8219999999999996
2021-03-12,20.125,46.083333333333336,0.0,3.75,10.658333333333333,19.770833333333332,0.24970833333333334,2895.0,Wheat,0.7,2.625
2021-03-13,20.400000000000002,55.041666666666664,0.0,4.6,8.179166666666667,19.8,0.24583333333333335,5693.1,Wheat,0.7,3.2199999999999998
2021-03-14,20.458333333333332,62.375,0.0,4.54,8.770833333333334,19.833333333333332,0.24462499999999998,5882.2,Wheat,0.7,3.178
2021-03-15,21.40416666666667,59.583333333333336,0.0,4.59,8.970833333333333,19.916666666666668,0.24366666666666667,5618.2,Wheat,0.7,3.2129999999999996
2021-03-16,22.366666666666664,56.083333333333336,0.0,4.99,8.929166666666667,20.025000000000002,0.24483333333333332,5913.6,Wheat,0.7,3.493
2021-03-17,22.645833333333332,53.75,0.0,4.77,7.708333333333333,20.145833333333332,0.24508333333333332,5708.3,Wheat,0.7,3.3389999999999995
2021-03-18,22.683333333333334,51.75,0.0,4.99,7.820833333333333,20.337500000000002,0.24366666666666667,5893.3,Wheat,0.7,3.493
2021-03-19,23.333333333333332,46.958333333333336,0.0,5.28,7.825,20.491666666666667,0.24225,5963.7,Wheat,0.7,3.6959999999999997
2021-03-20,22.9375,51.5,0.0,5.140000000000001,8.358333333333333,20.629166666666666,0.24066666666666667,6068.3,Wheat,0.7,3.5980000000000003
2021-03-21,23.075,50.666666666666664,0.2,5.2,12.9125,20.729166666666668,0.23925,5095.5,Wheat,0.7,3.6399999999999997
2021-03-22,23.34166666666667,43.541666666666664,0.2,5.08,15.708333333333334,20.8,0.23691666666666666,3623.0,Wheat,0.7,3.5559999999999996
2021-03-23,20.554166666666667,56.166666666666664,3.9,4.24,14.354166666666666,20.9,0.23745833333333333,4267.6,Wheat,0.7,2.968
2021-03-24,21.53333333333333,46.0,0.0,5.59,12.354166666666666,20.9,0.23479166666666665,5759.2,Wheat,0.7,3.913
2021-03-25,20.5625,56.416666666666664,0.0,5.0600000000000005,9.104166666666666,20.9,0.23183333333333334,6352.599999999999,Wheat,0.7,3.5420000000000003
2021-03-26,21.620833333333334,56.75,0.0,5.08,8.641666666666667,20.925,0.22987500000000002,6365.2,Wheat,0.7,3.5559999999999996
2021-03-27,23.84583333333333,54.291666666666664,0.0,5.41,8.454166666666667,21.029166666666665,0.22733333333333336,6305.099999999999,Wheat,0.7,3.787
2021-03-28,26.650000000000002,46.166666666666664,0.0,6.01,9.329166666666667,21.195833333333333,0.22454166666666667,6172.9,Wheat,0.7,4.207
2021-03-29,27.650000000000002,39.041666666666664,0.0,7.62,16.741666666666667,21.5125,0.22216666666666665,6266.8,Wheat,0.7,5.334
2021-03-30,26.287499999999998,36.208333333333336,0.0,6.78,11.508333333333333,21.858333333333334,0.22433333333333336,6078.3,Wheat,0.7,4.7459999999999996
2021-03-31,21.825,32.375,0.0,6.79,12.745833333333332,22.133333333333336,0.21933333333333335,6759.9,Wheat,0.7,4.753
2021-04-01,20.941666666666666,28.458333333333332,0.0,6.73,12.258333333333333,22.2,0.21720833333333334,6815.7,Wheat,0.7,4.711
2021-04-02,21.366666666666664,26.0,0.0,5.68,6.716666666666666,22.1125,0.21708333333333332,6927.3,Wheat,0.7,3.9759999999999995
2021-04-03,22.308333333333334,26.416666666666668,0.0,6.43,8.995833333333334,21.933333333333334,0.2177083333333333,6759.599999999999,Wheat,0.7,4.5009999999999994
2021-04-04,25.474999999999998,27.583333333333332,0.0,6.93,11.216666666666667,21.916666666666668,0.2147083333333333,6121.0,Wheat,0.7,4.850999999999999
2021-04-05,25.912499999999998,33.916666666666664,0.0,5.36,12.220833333333333,22.03333333333333,0.21245833333333333,3306.7999999999997,Wheat,0.7,3.752
2021-04-06,25.429166666666664,41.666666666666664,2.7,5.51,16.804166666666667,22.150000000000002,0.21224999999999997,3210.0,Wheat,0.7,3.8569999999999998
2021-04-07,24.491666666666664,40.333333333333336,0.0,6.43,12.445833333333333,22.241666666666664,0.21133333333333335,6423.2,Wheat,0.7,4.5009999999999994
2021-04-08,22.858333333333334,35.666666666666664,0.0,6.26,8.708333333333334,22.34166666666667,0.20883333333333332,6904.599999999999,Wheat,0.7,4.382
2021-04-09,24.316666666666666,29.291666666666668,0.0,6.84,9.933333333333334,22.429166666666664,0.2058333333333333,6904.0,Wheat,0.7,4.787999999999999
2021-04-10,25.3125,27.375,0.0,6.8500000000000005,8.904166666666667,22.53333333333333,0.19820833333333335,6926.4,Wheat,0.7,4.795
2021-04-11,26.900000000000002,26.5,0.0,6.75,8.475,22.662499999999998,0.19183333333333333,6483.6,Wheat,0.35,2.3625
2021-04-12,27.037499999999998,30.916666666666668,0.0,6.88,10.525,22.895833333333332,0.18833333333333332,6260.5,Wheat,0.35,2.408
2021-04-13,28.4875,28.166666666666668,0.0,7.65,11.183333333333332,23.175,0.18575,6759.2,Wheat,0.35,2.6774999999999998
2021-04-14,28.120833333333334,28.666666666666668,0.0,6.78,9.895833333333334,23.46666666666667,0.18270833333333333,5849.9,Wheat,0.35,2.3729999999999998
2021-04-15,28.02916666666667,28.041666666666668,0.0,7.62,12.991666666666667,23.758333333333336,0.1785,6082.2,Wheat,0.35,2.667
2021-04-16,27.070833333333336,44.666666666666664,3.4000000000000004,6.06,9.858333333333333,23.995833333333334,0.18099999999999997,5722.8,Wheat,0.35,2.1209999999999996
2021-04-17,21.508333333333336,66.58333333333333,9.799999999999999,4.29,16.9875,24.087500000000002,0.1745,4777.2,Wheat,0.35,1.5014999999999998
2021-04-18,24.129166666666666,47.041666666666664,0.0,5.82,10.116666666666667,23.916666666666668,0.1645,6283.5,Wheat,0.35,2.037
2021-04-19,25.208333333333332,38.041666666666664,0.0,6.63,9.475,23.8,0.1595,6915.7,Wheat,0.35,2.3205
2021-04-20,22.537499999999998,52.166666666666664,3.5,4.16,11.420833333333334,23.75,0.155375,3506.9,Wheat,0.35,1.456
2021-04-21,18.995833333333334,77.91666666666667,15.6,2.45,10.716666666666667,23.53333333333333,0.164,2877.9,Wheat,0.35,0.8575
2021-04-22,20.795833333333334,61.458333333333336,2.8,4.45,15.779166666666667,23.22083333333333,0.165,4814.6,Wheat,0.35,1.5574999999999999
2021-04-23,17.883333333333333,73.20833333333333,14.3,2.64,11.366666666666667,22.8875,0.169,3182.0,Wheat,0.35,0.9239999999999999
2021-04-24,21.991666666666664,49.916666666666664,0.0,6.03,10.383333333333333,22.541666666666668,0.166,7131.6,Wheat,0.35,2.1105
2021-04-25,24.59166666666667,46.625,0.0,6.01,7.008333333333333,22.412499999999998,0.1645,7191.5,Wheat,0.35,2.1035
2021-04-26,26.666666666666668,48.541666666666664,0.0,6.2700000000000005,7.879166666666666,22.52916666666667,0.161,7089.9,Wheat,0.35,2.1945
2021-04-27,28.45,38.0,0.0,6.87,8.608333333333333,22.75,0.15833333333333333,6851.0,Wheat,0.35,2.4045
2021-04-28,29.520833333333332,35.333333333333336,0.0,6.33,6.920833333333333,23.09166666666667,0.153,6389.7,Wheat,0.35,2.2155
2021-04-29,29.84166666666667,33.125,0.0,6.2700000000000005,7.5625,23.474999999999998,0.1505,6040.3,Wheat,0.35,2.1945
2021-04-30,30.162499999999998,33.791666666666664,0.0,6.49,7.875,23.84583333333333,0.1505,6239.1,Wheat,0.35,2.2715
2021-05-01,29.5,36.75,0.5,6.39,8.745833333333334,24.2375,0.1545,6079.7,Wheat,0.35,2.2365
2021-05-02,30.75,32.833333333333336,0.0,6.84,9.008333333333333,24.59583333333333,0.1545,6286.0,Wheat,0.35,2.3939999999999997
2021-05-03,29.541666666666668,38.25,0.0,5.66,6.933333333333334,24.954166666666666,0.15720833333333334,5598.7,Wheat,0.35,1.9809999999999999
2021-05-04,29.412499999999998,45.083333333333336,0.4,5.89,9.366666666666665,25.270833333333332,0.158625,5518.3,Wheat,0.35,2.0614999999999997
2021-05-05,27.820833333333336,47.958333333333336,1.5999999999999999,5.38,7.883333333333333,25.5125,0.16,5438.1,Wheat,0.35,1.8829999999999998
2021-05-06,28.741666666666664,47.208333333333336,0.0,6.33,11.695833333333333,25.733333333333334,0.15737500000000001,5982.099999999999,Wheat,0.35,2.2155
2021-05-07,25.791666666666668,57.041666666666664,3.6,4.63,7.045833333333333,25.870833333333334,0.1585,5245.4,Wheat,0.35,1.6204999999999998
2021-05-08,28.129166666666666,43.416666666666664,0.0,5.92,7.6625000000000005,26.0,0.160125,6141.7,Wheat,0.35,2.072
2021-05-09,28.75,42.416666666666664,0.2,6.1,9.279166666666667,26.120833333333334,0.16075,5864.7,Wheat,0.35,2.135
2021-05-10,29.150000000000002,43.375,0.1,5.81,8.708333333333334,26.233333333333334,0.1625,5568.0,Wheat,0.35,2.0334999999999996
2021-05-11,28.337500000000002,50.291666666666664,1.0,5.89,8.929166666666667,26.462500000000002,0.1595,6113.3,Wheat,0.35,2.0614999999999997
2021-05-12,26.77916666666667,57.208333333333336,3.9,4.68,6.854166666666667,26.65833333333333,0.1555,5432.599999999999,Wheat,0.35,1.638
2021-05-13,23.254166666666666,71.54166666666667,6.1,3.7600000000000002,8.904166666666667,26.570833333333336,0.15295833333333334,4647.9,Wheat,0.35,1.316
2021-05-14,25.741666666666664,53.291666666666664,0.0,5.67,7.641666666666667,26.3125,0.152,6582.599999999999,Wheat,0.35,1.9845
2021-05-15,27.075,51.083333333333336,0.0,5.7,6.379166666666666,26.2,0.146,6492.8,Wheat,0.35,1.9949999999999999
2021-05-16,28.495833333333334,42.0,0.0,6.51,7.120833333333334,26.162499999999998,0.14416666666666667,6887.3,Wheat,0.35,2.2784999999999997
2021-05-17,29.587500000000002,34.375,0.0,7.2700000000000005,8.679166666666667,26.233333333333334,0.144,7163.8,Wheat,0.35,2.5445
2021-05-18,28.995833333333334,48.458333333333336,0.0,6.0200000000000005,12.025,26.316666666666666,0.144,5286.0,Wheat,0.35,2.107
2021-05-19,25.025000000000002,61.541666666666664,0.0,3.29,6.695833333333333,26.391666666666666,0.1445,3325.7999999999997,Wheat,0.35,1.1515
2021-05-20,27.5125,59.166666666666664,0.0,5.97,10.045833333333333,26.3,0.14416666666666667,6772.8,Wheat,0.35,2.0894999999999997
2021-05-21,27.34583333333333,56.25,0.5,5.73,10.237499999999999,26.3,0.149,6386.9,Wheat,0.35,2.0055
2021-05-22,28.175,48.583333333333336,0.0,6.01,6.5375000000000005,26.34166666666667,0.1475,6822.6,Wheat,0.35,2.1035
2021-05-23,26.766666666666666,45.708333333333336,0.0,5.62,9.041666666666666,26.399999999999995,0.149,5345.4,Wheat,0.35,1.9669999999999999
2021-05-24,28.508333333333336,36.125,0.0,7.57,11.0625,26.366666666666664,0.1535,7203.2,Wheat,0.35,2.6494999999999997
2021-05-25,29.1125,27.0,0.0,7.79,9.433333333333334,26.362499999999997,0.153,7367.6,Wheat,0.35,2.7264999999999997
2021-05-26,30.858333333333334,28.041666666666668,0.0,7.15,6.9375,26.433333333333334,0.154,7323.8,Wheat,0.35,2.5025
2021-05-27,31.77916666666667,31.791666666666668,0.0,7.71,9.35,26.570833333333336,0.154,7284.599999999999,Wheat,0.35,2.6984999999999997
2021-05-28,32.09583333333333,48.5,0.0,7.21,12.487499999999999,26.8125,0.15404166666666666,7073.4,Wheat,0.35,2.5235
2021-05-29,32.979166666666664,48.458333333333336,0.0,7.68,15.308333333333332,27.133333333333336,0.1545,6659.3,Wheat,0.35,2.6879999999999997
2021-05-30,30.962500000000002,56.25,0.5,6.18,10.104166666666666,27.45,0.1565,6495.0,Wheat,0.35,2.163
2021-05-31,29.275000000000002,52.625,3.5,6.76,15.791666666666666,27.712500000000002,0.157,5987.4,Wheat,0.35,2.3659999999999997
2021-06-01,28.1125,61.333333333333336,0.1,4.52,6.129166666666666,27.829166666666666,0.15991666666666668,5236.2,Wheat,0.35,1.5819999999999999
2021-06-02,29.066666666666666,53.75,2.0,5.52,8.345833333333333,27.858333333333334,0.16566666666666666,5932.7,Wheat,0.35,1.9319999999999997
2021-06-03,28.5,56.166666666666664,0.1,5.4,6.6125,27.899999999999995,0.17300000000000001,6022.1,Wheat,0.35,1.89
2021-06-04,27.995833333333334,62.791666666666664,0.0,5.16,4.945833333333334,27.899999999999995,0.1894583333333333,6364.2,Wheat,0.35,1.8059999999999998
2021-06-05,29.162499999999998,58.458333333333336,0.1,5.52,6.729166666666667,27.899999999999995,0.1945,6417.2,Wheat,0.35,1.9319999999999997
2021-06-06,31.270833333333332,46.916666666666664,0.0,6.14,5.8500000000000005,28.008333333333336,0.19475,6561.9,Wheat,0.35,2.1489999999999996
2021-06-07,32.645833333333336,46.708333333333336,0.0,6.14,7.245833333333334,28.170833333333334,0.19499999999999998,6048.2,Wheat,0.35,2.1489999999999996
2021-06-08,34.625,44.875,0.0,6.87,7.158333333333334,28.416666666666668,0.195125,6772.400000000001,Wheat,0.35,2.4045
2021-06-09,35.729166666666664,45.875,0.0,6.84,8.5875,28.745833333333334,0.19487500000000002,6447.2,Wheat,0.35,2.3939999999999997
2021-06-10,31.662499999999998,61.875,4.4,7.05,17.591666666666665,29.104166666666668,0.19320833333333334,6330.8,Wheat,0.35,2.4675
2021-06-11,31.412499999999998,58.75,2.4,6.4,14.229166666666666,29.337500000000002,0.1895,6089.3,Wheat,0.35,2.2399999999999998
2021-06-12,30.808333333333334,61.333333333333336,5.3,6.65,16.2625,29.44583333333333,0.19120833333333334,6119.3,Wheat,0.35,2.3275
2021-06-13,27.587500000000002,71.08333333333333,3.8,4.8500000000000005,7.483333333333333,29.4375,0.19899999999999998,5808.0,Wheat,0.35,1.6975
2021-06-14,29.066666666666666,65.95833333333333,0.0,5.69,6.766666666666667,29.2375,0.21237499999999998,6806.400000000001,Wheat,0.35,1.9915
2021-06-15,31.066666666666666,55.041666666666664,0.7,5.99,5.483333333333333,29.162499999999998,0.21379166666666669,6899.400000000001,Wheat,0.35,2.0965
2021-06-16,24.833333333333332,84.45833333333333,40.8,1.37,5.841666666666668,29.05,0.2215,1445.5,Wheat,0.35,0.4795
2021-06-17,28.879166666666666,64.25,0.0,5.26,5.141666666666667,28.816666666666666,0.22024999999999997,6507.0,Wheat,0.35,1.8409999999999997
2021-06-18,28.974999999999998,65.91666666666667,0.2,4.5200000000000005,9.8,28.7,0.20941666666666667,4551.6,Wheat,0.35,1.582
2021-06-19,29.633333333333336,61.375,0.2,6.29,10.708333333333334,28.7,0.20691666666666667,6746.2,Wheat,0.35,2.2015
2021-06-20,29.516666666666666,62.416666666666664,0.1,5.7,7.583333333333333,28.708333333333332,0.21358333333333332,6563.2,Wheat,0.35,1.9949999999999999
2021-06-21,29.991666666666664,60.541666666666664,0.0,5.49,5.925,28.75,0.2157083333333333,6188.3,Wheat,0.35,1.9215
2021-06-22,32.237500000000004,47.333333333333336,0.0,6.31,5.6000000000000005,28.84166666666667,0.21383333333333332,6840.8,Wheat,0.35,2.2085
2021-06-23,32.12083333333333,48.166666666666664,0.0,6.35,7.708333333333333,28.991666666666664,0.216,6573.9,Wheat,0.35,2.2224999999999997
2021-06-24,30.212500000000002,59.041666666666664,4.1,5.6000000000000005,9.737499999999999,29.145833333333332,0.21991666666666668,5821.9,Wheat,0.35,1.96
2021-06-25,31.058333333333334,53.5,0.0,6.09,7.445833333333333,29.245833333333334,0.22254166666666667,6592.0,Wheat,0.35,2.1315
2021-06-26,29.7,59.166666666666664,0.0,5.9,7.879166666666666,29.333333333333332,0.2363333333333333,6572.9,Wheat,0.35,2.065
2021-06-27,30.945833333333336,58.708333333333336,0.0,6.04,6.054166666666667,29.395833333333332,0.24158333333333334,6976.9,Wheat,0.35,2.114
2021-06-28,32.06666666666667,55.041666666666664,0.0,6.42,7.054166666666667,29.441666666666666,0.24066666666666667,6997.9,Wheat,0.35,2.247
2021-06-29,33.0,47.0,0.0,7.04,7.929166666666667,29.5625,0.24083333333333332,6930.1,Wheat,0.35,2.464
2021-06-30,33.824999999999996,47.083333333333336,0.0,6.82,6.875,29.733333333333334,0.23962499999999998,7006.2,Wheat,0.35,2.387
2021-07-01,33.7875,52.0,0.0,6.53,7.2250000000000005,29.90833333333333,0.23579166666666665,6794.8,Wheat,0.35,2.2855
2021-07-02,33.229166666666664,50.333333333333336,0.0,5.77,5.579166666666667,30.1125,0.23170833333333332,6009.3,Wheat,0.35,2.0195
2021-07-03,30.616666666666664,61.666666666666664,1.5,5.07,4.8875,30.25,0.23129166666666667,6071.1,Wheat,0.35,1.7745
