time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),et0_fao_evapotranspiration (mm),wind_speed_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),shortwave_radiation_instant (W/m²)
2024-02-09T21:00,10.0,72,0.00,0.01,7.0,13.6,0.288,0.0
2024-02-09T22:00,10.3,70,0.00,0.01,7.2,13.7,0.288,0.0
2024-02-09T23:00,9.1,76,0.00,0.00,6.5,13.7,0.288,0.0
2024-02-10T00:00,8.5,78,0.00,0.00,4.9,13.7,0.288,0.0
2024-02-10T01:00,8.1,78,0.00,0.00,3.3,13.7,0.288,0.0
2024-02-10T02:00,7.5,80,0.00,0.00,4.1,13.7,0.288,0.0
2024-02-10T03:00,7.2,80,0.00,0.00,4.6,13.7,0.288,0.0
2024-02-10T04:00,7.0,82,0.00,0.00,5.2,13.7,0.288,0.0
2024-02-10T05:00,6.4,83,0.00,0.00,6.1,13.6,0.288,0.0
2024-02-10T06:00,7.4,89,0.00,0.00,6.0,13.6,0.288,0.0
2024-02-10T07:00,8.0,88,0.00,0.02,5.1,13.6,0.288,5.8
2024-02-10T08:00,10.1,85,0.00,0.04,8.0,13.6,0.288,141.7
2024-02-10T09:00,13.7,76,0.00,0.13,4.0,13.6,0.288,320.4
2024-02-10T10:00,16.2,66,0.00,0.23,1.0,13.6,0.288,486.7
2024-02-10T11:00,17.8,61,0.00,0.33,0.7,13.6,0.288,604.1
2024-02-10T12:00,18.8,58,0.00,0.38,2.6,13.6,0.288,658.5
2024-02-10T13:00,19.4,56,0.00,0.39,4.9,13.6,0.288,643.8
2024-02-10T14:00,19.6,55,0.00,0.36,6.8,13.6,0.288,563.6
2024-02-10T15:00,19.5,56,0.00,0.30,8.1,13.6,0.288,426.7
2024-02-10T16:00,18.9,59,0.00,0.20,7.9,13.6,0.288,252.5
2024-02-10T17:00,16.2,79,0.00,0.08,6.7,13.6,0.288,77.6
2024-02-10T18:00,12.8,78,0.00,0.04,10.7,13.6,0.278,0.0
2024-02-10T19:00,12.1,81,0.00,0.00,8.0,13.6,0.279,0.0
2024-02-10T20:00,12.5,78,0.00,0.00,6.8,13.7,0.279,0.0
2024-02-10T21:00,11.9,78,0.00,0.00,7.1,13.7,0.279,0.0
2024-02-10T22:00,11.4,78,0.00,0.00,6.4,13.7,0.279,0.0
2024-02-10T23:00,10.8,80,0.00,0.01,8.7,13.7,0.279,0.0
2024-02-11T00:00,10.0,83,0.00,0.00,9.2,13.7,0.279,0.0
2024-02-11T01:00,9.7,83,0.00,0.00,8.9,13.7,0.279,0.0
2024-02-11T02:00,9.2,85,0.00,0.00,8.4,13.7,0.279,0.0
2024-02-11T03:00,8.7,88,0.00,0.00,8.2,13.7,0.279,0.0
2024-02-11T04:00,8.4,89,0.00,0.00,8.2,13.7,0.279,0.0
2024-02-11T05:00,8.4,88,0.00,0.00,8.0,13.7,0.279,0.0
2024-02-11T06:00,8.8,89,0.00,0.00,7.9,13.7,0.279,0.0
2024-02-11T07:00,9.0,88,0.00,0.02,7.4,13.7,0.279,5.6
2024-02-11T08:00,10.9,81,0.00,0.04,9.2,13.7,0.279,147.2
2024-02-11T09:00,13.8,75,0.00,0.13,5.4,13.7,0.279,331.1
2024-02-11T10:00,16.5,69,0.00,0.24,4.1,13.7,0.279,497.7
2024-02-11T11:00,18.6,61,0.00,0.34,6.6,13.7,0.279,615.7
2024-02-11T12:00,19.9,55,0.00,0.40,9.5,13.7,0.279,668.7
2024-02-11T13:00,20.5,51,0.00,0.42,11.0,13.7,0.279,653.6
2024-02-11T14:00,20.7,51,0.00,0.39,11.2,13.7,0.279,572.2
2024-02-11T15:00,20.5,53,0.00,0.32,11.0,13.7,0.279,434.1
2024-02-11T16:00,19.7,58,0.00,0.21,10.0,13.7,0.279,258.6
2024-02-11T17:00,17.6,67,0.00,0.10,7.8,13.8,0.279,80.7
2024-02-11T18:00,14.4,79,0.00,0.03,8.1,13.8,0.272,0.0
2024-02-11T19:00,14.0,79,0.00,0.01,8.5,13.8,0.272,0.0
2024-02-11T20:00,13.3,82,0.00,0.01,9.4,13.8,0.272,0.0
2024-02-11T21:00,13.0,82,0.00,0.01,9.7,13.8,0.272,0.0
2024-02-11T22:00,12.5,82,0.00,0.00,8.4,13.8,0.272,0.0
2024-02-11T23:00,11.6,85,0.00,0.00,7.2,13.8,0.272,0.0
2024-02-12T00:00,10.6,89,0.00,0.00,3.8,13.8,0.272,0.0
2024-02-12T01:00,10.2,88,0.00,0.00,5.8,13.9,0.272,0.0
2024-02-12T02:00,10.3,88,0.00,0.00,9.2,13.9,0.272,0.0
2024-02-12T03:00,9.8,89,0.00,0.00,7.4,13.9,0.272,0.0
2024-02-12T04:00,9.1,88,0.00,0.00,7.1,13.9,0.272,0.0
2024-02-12T05:00,8.9,86,0.00,0.00,6.6,13.9,0.272,0.0
2024-02-12T06:00,7.6,96,0.00,0.00,4.3,13.9,0.273,0.0
2024-02-12T07:00,7.9,94,0.00,0.01,4.1,13.9,0.273,5.5
2024-02-12T08:00,10.4,89,0.00,0.03,2.6,13.9,0.273,136.2
2024-02-12T09:00,13.3,81,0.00,0.11,2.3,13.9,0.273,273.2
2024-02-12T10:00,15.8,75,0.00,0.20,0.5,13.9,0.273,414.8
2024-02-12T11:00,18.0,70,0.00,0.31,0.0,13.9,0.273,560.0
2024-02-12T12:00,19.7,64,0.00,0.36,1.5,13.9,0.273,596.1
2024-02-12T13:00,20.7,61,0.00,0.39,3.3,13.9,0.273,621.4
2024-02-12T14:00,21.1,57,0.00,0.34,4.0,13.9,0.273,506.8
2024-02-12T15:00,21.1,56,0.00,0.28,4.8,13.9,0.273,392.1
2024-02-12T16:00,20.4,60,0.00,0.18,5.4,13.9,0.273,207.7
2024-02-12T17:00,17.9,80,0.00,0.07,6.3,13.9,0.273,67.1
2024-02-12T18:00,15.7,85,0.00,0.03,7.3,14.0,0.271,0.0
2024-02-12T19:00,14.3,88,0.00,0.00,7.6,14.0,0.271,0.0
2024-02-12T20:00,14.5,84,0.00,0.00,6.1,14.0,0.271,0.0
2024-02-12T21:00,13.8,84,0.00,0.00,6.9,14.0,0.271,0.0
2024-02-12T22:00,13.1,85,0.00,0.00,4.8,14.0,0.271,0.0
2024-02-12T23:00,11.6,89,0.00,0.00,6.1,14.0,0.271,0.0
2024-02-13T00:00,12.5,84,0.00,0.00,4.5,14.0,0.271,0.0
2024-02-13T01:00,12.5,82,0.00,0.00,3.8,14.0,0.271,0.0
2024-02-13T02:00,14.4,71,0.00,0.00,1.6,14.0,0.271,0.0
2024-02-13T03:00,13.5,76,0.00,0.00,5.0,14.1,0.271,0.0
2024-02-13T04:00,12.5,81,0.00,0.00,3.9,14.1,0.271,0.0
2024-02-13T05:00,10.8,88,0.00,0.00,3.5,14.1,0.271,0.0
2024-02-13T06:00,8.9,92,0.00,0.00,5.4,14.1,0.272,0.0
2024-02-13T07:00,9.3,94,0.00,0.01,3.6,14.1,0.272,8.1
2024-02-13T08:00,11.6,90,0.00,0.03,5.4,14.1,0.272,118.9
2024-02-13T09:00,14.7,82,0.00,0.11,6.8,14.1,0.272,272.7
2024-02-13T10:00,17.9,68,0.00,0.25,3.6,14.1,0.272,490.2
2024-02-13T11:00,19.8,61,0.00,0.35,1.1,14.1,0.272,611.0
2024-02-13T12:00,20.9,56,0.00,0.40,5.1,14.1,0.272,660.4
2024-02-13T13:00,21.3,54,0.00,0.41,7.9,14.1,0.271,643.0
2024-02-13T14:00,21.4,51,0.00,0.39,8.0,14.1,0.271,568.8
2024-02-13T15:00,21.3,48,0.00,0.32,5.9,14.1,0.271,436.5
2024-02-13T16:00,20.9,51,0.00,0.21,4.3,14.1,0.271,262.8
2024-02-13T17:00,18.6,73,0.00,0.09,6.5,14.1,0.271,84.2
2024-02-13T18:00,18.8,47,0.00,0.06,6.4,14.2,0.266,0.0
2024-02-13T19:00,15.5,61,0.00,0.03,7.8,14.2,0.266,0.0
2024-02-13T20:00,12.9,76,0.00,0.01,8.4,14.2,0.266,0.0
2024-02-13T21:00,11.8,84,0.00,0.01,10.2,14.2,0.266,0.0
2024-02-13T22:00,12.1,82,0.00,0.00,7.0,14.2,0.266,0.0
2024-02-13T23:00,12.2,83,0.00,0.00,6.0,14.2,0.266,0.0
2024-02-14T00:00,11.9,84,0.00,0.00,6.2,14.2,0.266,0.0
2024-02-14T01:00,11.2,87,0.00,0.00,5.6,14.2,0.266,0.0
2024-02-14T02:00,10.8,87,0.00,0.00,5.4,14.2,0.266,0.0
2024-02-14T03:00,10.2,88,0.00,0.00,6.6,14.3,0.266,0.0
2024-02-14T04:00,9.5,91,0.00,0.00,7.7,14.3,0.266,0.0
2024-02-14T05:00,9.6,88,0.00,0.00,7.7,14.3,0.266,0.0
2024-02-14T06:00,10.8,87,0.00,0.00,9.0,14.3,0.265,0.0
2024-02-14T07:00,10.4,88,0.00,0.02,6.6,14.3,0.265,7.9
2024-02-14T08:00,12.6,79,0.00,0.05,8.2,14.3,0.265,151.9
2024-02-14T09:00,15.4,73,0.00,0.14,4.3,14.3,0.265,336.8
2024-02-14T10:00,17.9,66,0.00,0.26,4.3,14.3,0.265,504.5
2024-02-14T11:00,19.8,58,0.00,0.35,6.0,14.3,0.265,621.5
2024-02-14T12:00,21.0,55,0.00,0.41,9.0,14.3,0.265,675.6
2024-02-14T13:00,21.7,49,0.00,0.44,11.9,14.3,0.265,662.6
2024-02-14T14:00,21.9,45,0.00,0.42,13.0,14.3,0.265,582.1
2024-02-14T15:00,21.6,46,0.00,0.35,12.4,14.3,0.265,445.7
2024-02-14T16:00,20.9,53,0.00,0.24,10.7,14.3,0.265,269.6
2024-02-14T17:00,18.4,66,0.00,0.10,6.7,14.4,0.264,88.5
2024-02-14T18:00,14.4,76,0.00,0.04,11.3,14.4,0.256,0.0
2024-02-14T19:00,14.0,75,0.00,0.01,7.6,14.4,0.256,0.0
2024-02-14T20:00,13.8,78,0.00,0.01,8.8,14.4,0.256,0.0
2024-02-14T21:00,13.0,79,0.00,0.01,9.9,14.4,0.256,0.0
2024-02-14T22:00,12.5,78,0.00,0.01,9.4,14.4,0.256,0.0
2024-02-14T23:00,12.1,79,0.00,0.01,8.7,14.4,0.256,0.0
2024-02-15T00:00,11.4,81,0.00,0.00,8.4,14.4,0.256,0.0
2024-02-15T01:00,10.7,84,0.00,0.00,7.4,14.4,0.256,0.0
2024-02-15T02:00,9.8,88,0.00,0.00,5.6,14.4,0.256,0.0
2024-02-15T03:00,9.2,90,0.00,0.00,5.6,14.5,0.256,0.0
2024-02-15T04:00,8.6,92,0.00,0.00,5.7,14.5,0.256,0.0
2024-02-15T05:00,8.4,91,0.00,0.00,5.5,14.5,0.256,0.0
2024-02-15T06:00,9.6,88,0.00,0.00,3.1,14.5,0.256,0.0
2024-02-15T07:00,9.9,88,0.00,0.02,4.3,14.5,0.256,10.4
2024-02-15T08:00,11.2,88,0.00,0.04,5.9,14.5,0.256,149.1
2024-02-15T09:00,14.9,77,0.00,0.13,2.2,14.5,0.256,326.3
2024-02-15T10:00,17.5,64,0.00,0.26,2.2,14.5,0.256,519.9
2024-02-15T11:00,19.4,56,0.00,0.36,3.3,14.5,0.256,643.7
2024-02-15T12:00,20.9,50,0.00,0.43,5.5,14.5,0.256,699.0
2024-02-15T13:00,21.8,46,0.00,0.45,7.3,14.5,0.256,684.2
2024-02-15T14:00,22.1,45,0.00,0.42,8.8,14.5,0.256,601.0
2024-02-15T15:00,22.0,44,0.00,0.35,9.4,14.5,0.256,460.1
2024-02-15T16:00,21.2,48,0.00,0.24,8.1,14.5,0.256,279.7
2024-02-15T17:00,18.3,65,0.00,0.10,6.0,14.6,0.256,93.9
2024-02-15T18:00,14.5,74,0.00,0.04,11.2,14.6,0.246,0.0
2024-02-15T19:00,13.5,72,0.00,0.02,10.2,14.6,0.246,0.0
2024-02-15T20:00,12.7,70,0.00,0.02,8.6,14.6,0.246,0.0
2024-02-15T21:00,13.4,69,0.00,0.02,7.5,14.6,0.246,0.0
2024-02-15T22:00,12.4,76,0.00,0.00,6.3,14.6,0.246,0.0
2024-02-15T23:00,12.3,75,0.00,0.00,6.1,14.6,0.246,0.0
2024-02-16T00:00,11.9,74,0.00,0.01,7.1,14.6,0.246,0.0
2024-02-16T01:00,11.2,76,0.00,0.01,7.2,14.6,0.246,0.0
2024-02-16T02:00,10.8,77,0.00,0.00,6.2,14.6,0.246,0.0
2024-02-16T03:00,10.7,76,0.00,0.00,6.1,14.7,0.246,0.0
2024-02-16T04:00,10.3,77,0.00,0.00,5.8,14.7,0.246,0.0
2024-02-16T05:00,9.3,82,0.00,0.00,7.4,14.7,0.246,0.0
2024-02-16T06:00,8.9,86,0.00,0.00,9.3,14.7,0.248,0.0
2024-02-16T07:00,9.3,86,0.00,0.02,8.5,14.7,0.248,10.2
2024-02-16T08:00,12.9,77,0.00,0.05,6.7,14.7,0.248,162.3
2024-02-16T09:00,16.2,70,0.00,0.15,5.4,14.7,0.248,352.9
2024-02-16T10:00,18.8,60,0.00,0.27,2.6,14.7,0.248,522.9
2024-02-16T11:00,20.6,52,0.00,0.37,3.6,14.7,0.248,641.3
2024-02-16T12:00,21.8,48,0.00,0.44,7.0,14.7,0.248,693.8
2024-02-16T13:00,22.6,46,0.00,0.46,8.6,14.7,0.247,678.4
2024-02-16T14:00,23.0,42,0.00,0.43,9.2,14.7,0.247,595.6
2024-02-16T15:00,22.9,40,0.00,0.36,8.6,14.7,0.247,456.9
2024-02-16T16:00,22.0,45,0.00,0.25,8.0,14.7,0.247,278.6
2024-02-16T17:00,19.3,62,0.00,0.11,5.9,14.7,0.247,94.8
2024-02-16T18:00,15.7,70,0.00,0.05,10.9,14.7,0.239,0.0
2024-02-16T19:00,15.7,69,0.00,0.02,7.1,14.7,0.239,0.0
2024-02-16T20:00,15.3,68,0.00,0.03,9.6,14.8,0.239,0.0
2024-02-16T21:00,14.2,74,0.00,0.02,9.5,14.8,0.239,0.0
2024-02-16T22:00,13.5,76,0.00,0.01,8.7,14.8,0.239,0.0
2024-02-16T23:00,12.6,77,0.00,0.01,8.7,14.8,0.239,0.0
2024-02-17T00:00,11.7,79,0.00,0.00,5.9,14.8,0.239,0.0
2024-02-17T01:00,11.4,79,0.00,0.00,5.1,14.8,0.239,0.0
2024-02-17T02:00,10.9,80,0.00,0.00,5.3,14.8,0.239,0.0
2024-02-17T03:00,11.2,78,0.00,0.00,5.4,14.8,0.239,0.0
2024-02-17T04:00,10.6,82,0.00,0.00,5.2,14.8,0.239,0.0
2024-02-17T05:00,11.5,77,0.00,0.00,5.5,14.8,0.239,0.0
2024-02-17T06:00,11.2,89,0.00,0.00,8.1,14.8,0.240,0.0
2024-02-17T07:00,11.6,87,0.00,0.02,6.8,14.8,0.240,10.1
2024-02-17T08:00,13.4,81,0.00,0.05,8.4,14.8,0.240,158.0
2024-02-17T09:00,16.4,72,0.00,0.15,5.9,14.9,0.240,344.8
2024-02-17T10:00,19.1,62,0.00,0.27,4.8,14.9,0.239,518.0
2024-02-17T11:00,21.0,54,0.00,0.38,6.4,14.9,0.239,637.9
2024-02-17T12:00,22.3,48,0.00,0.44,9.2,14.9,0.239,691.7
2024-02-17T13:00,23.0,44,0.00,0.47,11.4,14.9,0.239,676.5
2024-02-17T14:00,23.3,41,0.00,0.45,13.0,14.9,0.239,594.8
2024-02-17T15:00,23.2,42,0.00,0.38,12.8,14.9,0.239,456.3
2024-02-17T16:00,22.5,45,0.00,0.27,11.0,14.9,0.239,279.1
2024-02-17T17:00,20.2,59,0.00,0.11,6.1,14.9,0.239,95.7
2024-02-17T18:00,17.6,69,0.00,0.04,7.2,14.9,0.237,0.0
2024-02-17T19:00,16.5,73,0.00,0.01,6.7,14.9,0.237,0.0
2024-02-17T20:00,15.6,78,0.00,0.01,7.6,14.9,0.237,0.0
2024-02-17T21:00,15.0,81,0.00,0.00,6.0,15.0,0.237,0.0
2024-02-17T22:00,15.0,79,0.00,0.01,7.3,15.0,0.237,0.0
2024-02-17T23:00,14.3,81,0.00,0.00,7.7,15.0,0.237,0.0
2024-02-18T00:00,14.0,83,0.00,0.00,5.9,15.0,0.237,0.0
2024-02-18T01:00,13.6,85,0.00,0.00,5.9,15.0,0.237,0.0
2024-02-18T02:00,13.0,88,0.00,0.00,6.9,15.0,0.237,0.0
2024-02-18T03:00,12.6,90,0.00,0.00,5.6,15.0,0.237,0.0
2024-02-18T04:00,12.0,91,0.00,0.00,6.4,15.0,0.237,0.0
2024-02-18T05:00,11.8,91,0.00,0.00,8.7,15.0,0.237,0.0
2024-02-18T06:00,11.9,93,0.00,0.00,9.7,15.0,0.238,0.0
2024-02-18T07:00,12.9,90,0.00,0.02,9.6,15.0,0.238,12.4
2024-02-18T08:00,15.4,82,0.00,0.06,10.1,15.0,0.238,139.6
2024-02-18T09:00,18.1,73,0.00,0.13,6.9,15.1,0.238,240.6
2024-02-18T10:00,19.7,66,0.00,0.20,7.9,15.1,0.237,326.3
2024-02-18T11:00,21.2,59,0.00,0.28,10.1,15.1,0.237,419.4
2024-02-18T12:00,23.0,51,0.00,0.37,9.5,15.1,0.237,544.7
2024-02-18T13:00,22.9,50,0.00,0.26,8.8,15.1,0.237,314.7
2024-02-18T14:00,23.5,46,0.00,0.28,7.0,15.1,0.237,329.4
2024-02-18T15:00,23.2,47,0.00,0.21,9.1,15.1,0.237,195.6
2024-02-18T16:00,22.4,52,0.00,0.16,9.1,15.1,0.237,111.8
2024-02-18T17:00,21.0,59,0.00,0.10,9.6,15.1,0.237,26.0
2024-02-18T18:00,17.7,73,0.00,0.04,7.6,15.1,0.240,0.0
2024-02-18T19:00,17.0,70,0.00,0.02,8.9,15.1,0.240,0.0
2024-02-18T20:00,17.1,61,0.00,0.05,11.0,15.1,0.240,0.0
2024-02-18T21:00,16.7,55,0.00,0.07,15.3,15.1,0.240,0.0
2024-02-18T22:00,17.1,63,0.00,0.07,17.3,15.2,0.240,0.0
2024-02-18T23:00,17.5,60,0.00,0.07,15.0,15.2,0.240,0.0
2024-02-19T00:00,17.7,53,0.00,0.09,15.8,15.2,0.240,0.0
2024-02-19T01:00,17.9,46,0.00,0.10,16.7,15.2,0.240,0.0
2024-02-19T02:00,17.7,46,0.00,0.10,15.1,15.2,0.240,0.0
2024-02-19T03:00,17.1,47,0.00,0.09,15.3,15.2,0.240,0.0
2024-02-19T04:00,17.3,49,0.00,0.12,21.8,15.2,0.240,0.0
2024-02-19T05:00,17.5,54,0.00,0.11,24.2,15.2,0.240,0.0
2024-02-19T06:00,18.7,53,0.00,0.14,29.2,15.2,0.246,0.0
2024-02-19T07:00,18.0,57,0.00,0.14,26.5,15.2,0.246,9.8
2024-02-19T08:00,17.6,64,0.20,0.14,31.3,15.2,0.246,96.5
2024-02-19T09:00,18.6,65,0.60,0.18,33.8,15.2,0.246,235.2
2024-02-19T10:00,20.5,63,0.20,0.25,28.1,15.3,0.246,362.0
2024-02-19T11:00,21.4,59,0.00,0.31,31.3,15.3,0.246,420.3
2024-02-19T12:00,21.6,58,0.00,0.35,35.2,15.3,0.245,507.9
2024-02-19T13:00,22.3,56,0.90,0.38,34.5,15.3,0.245,519.6
2024-02-19T14:00,22.3,56,1.50,0.37,27.7,15.3,0.245,484.3
2024-02-19T15:00,20.7,67,4.60,0.23,18.9,15.3,0.245,278.0
2024-02-19T16:00,19.3,74,4.30,0.12,16.0,15.3,0.245,98.4
2024-02-19T17:00,18.0,83,14.70,0.05,7.4,15.3,0.245,22.1
2024-02-19T18:00,21.1,54,0.00,0.17,30.1,15.3,0.246,0.0
2024-02-19T19:00,19.2,64,0.60,0.12,32.1,15.3,0.246,0.0
2024-02-19T20:00,17.6,74,0.50,0.07,26.9,15.4,0.246,0.0
2024-02-19T21:00,16.9,75,0.00,0.05,20.8,15.4,0.246,0.0
2024-02-19T22:00,15.6,81,0.30,0.00,5.4,15.4,0.246,0.0
2024-02-19T23:00,14.6,90,1.40,0.01,18.7,15.4,0.246,0.0
2024-02-20T00:00,15.3,81,0.00,0.03,17.3,15.4,0.246,0.0
2024-02-20T01:00,14.2,86,0.00,0.01,12.6,15.4,0.246,0.0
2024-02-20T02:00,14.2,86,0.00,0.01,14.7,15.4,0.246,0.0
2024-02-20T03:00,14.4,84,0.80,0.02,15.3,15.4,0.246,0.0
2024-02-20T04:00,14.6,77,0.00,0.04,21.2,15.4,0.246,0.0
2024-02-20T05:00,14.7,72,1.20,0.04,15.1,15.4,0.246,0.0
2024-02-20T06:00,14.4,82,0.00,0.02,18.1,15.4,0.246,0.0
2024-02-20T07:00,14.5,79,0.00,0.05,15.0,15.5,0.246,12.1
2024-02-20T08:00,15.7,76,0.20,0.09,21.6,15.5,0.246,156.2
2024-02-20T09:00,17.3,72,0.00,0.16,18.1,15.5,0.246,313.5
2024-02-20T10:00,18.7,64,0.00,0.26,21.5,15.5,0.246,462.9
2024-02-20T11:00,20.4,57,0.00,0.37,23.7,15.5,0.245,642.5
2024-02-20T12:00,21.9,55,0.00,0.44,26.1,15.5,0.245,695.5
2024-02-20T13:00,22.2,51,0.00,0.45,29.8,15.5,0.245,656.0
2024-02-20T14:00,22.0,52,0.10,0.40,28.1,15.5,0.245,519.2
2024-02-20T15:00,22.2,47,0.20,0.34,22.0,15.5,0.245,366.8
2024-02-20T16:00,21.7,48,0.00,0.26,14.7,15.5,0.245,255.7
2024-02-20T17:00,19.7,57,0.00,0.13,8.6,15.5,0.245,96.8
2024-02-20T18:00,16.9,67,0.00,0.05,7.6,15.5,0.246,0.0
2024-02-20T19:00,15.9,72,0.00,0.03,11.5,15.5,0.246,0.0
2024-02-20T20:00,15.2,67,0.00,0.06,18.8,15.6,0.246,0.0
2024-02-20T21:00,13.6,76,0.00,0.03,16.9,15.6,0.246,0.0
2024-02-20T22:00,13.5,77,0.00,0.03,17.9,15.6,0.246,0.0
2024-02-20T23:00,13.1,74,0.00,0.04,18.0,15.6,0.246,0.0
2024-02-21T00:00,12.8,72,0.00,0.04,17.7,15.6,0.246,0.0
2024-02-21T01:00,12.7,69,0.00,0.04,15.8,15.6,0.246,0.0
2024-02-21T02:00,11.9,72,0.00,0.02,11.0,15.6,0.246,0.0
2024-02-21T03:00,11.0,77,0.00,0.01,7.7,15.6,0.246,0.0
2024-02-21T04:00,10.2,79,0.00,0.00,6.6,15.6,0.246,0.0
2024-02-21T05:00,10.4,74,0.00,0.00,5.0,15.6,0.246,0.0
2024-02-21T06:00,10.8,87,0.00,0.00,3.0,15.6,0.247,0.0
2024-02-21T07:00,10.6,87,0.00,0.02,6.2,15.6,0.247,16.8
2024-02-21T08:00,13.0,78,0.00,0.06,7.0,15.6,0.247,172.0
2024-02-21T09:00,16.2,69,0.00,0.16,1.8,15.7,0.246,366.9
2024-02-21T10:00,18.5,58,0.00,0.28,2.7,15.7,0.246,541.1
2024-02-21T11:00,19.7,47,0.00,0.38,5.2,15.7,0.246,662.5
2024-02-21T12:00,20.3,46,0.00,0.44,6.5,15.7,0.246,716.8
2024-02-21T13:00,20.6,45,0.00,0.44,7.6,15.7,0.246,690.3
2024-02-21T14:00,20.4,41,0.00,0.41,8.4,15.7,0.246,602.9
2024-02-21T15:00,20.0,42,0.00,0.34,10.9,15.7,0.246,443.3
2024-02-21T16:00,19.2,43,0.00,0.24,10.4,15.7,0.246,274.6
2024-02-21T17:00,17.5,53,0.00,0.11,7.0,15.7,0.246,93.3
2024-02-21T18:00,16.1,52,0.00,0.08,12.1,15.7,0.243,0.0
2024-02-21T19:00,15.2,54,0.00,0.02,5.9,15.7,0.243,0.0
2024-02-21T20:00,13.0,65,0.00,0.02,7.0,15.7,0.243,0.0
2024-02-21T21:00,15.0,53,0.00,0.01,3.5,15.7,0.243,0.0
2024-02-21T22:00,12.2,64,0.00,0.00,4.0,15.7,0.243,0.0
2024-02-21T23:00,11.5,65,0.00,0.01,6.5,15.7,0.243,0.0
2024-02-22T00:00,10.6,68,0.00,0.02,9.4,15.7,0.243,0.0
2024-02-22T01:00,9.7,73,0.00,0.01,6.8,15.7,0.243,0.0
2024-02-22T02:00,8.7,78,0.00,0.00,6.1,15.7,0.243,0.0
2024-02-22T03:00,8.4,79,0.00,0.00,6.4,15.7,0.243,0.0
2024-02-22T04:00,8.2,78,0.00,0.00,7.2,15.7,0.243,0.0
2024-02-22T05:00,7.8,77,0.00,0.00,7.5,15.7,0.243,0.0
2024-02-22T06:00,9.1,76,0.00,0.00,6.7,15.8,0.241,0.0
2024-02-22T07:00,8.8,77,0.00,0.02,3.6,15.8,0.241,19.1
2024-02-22T08:00,11.6,75,0.00,0.05,1.0,15.7,0.241,184.6
2024-02-22T09:00,15.1,62,0.00,0.16,1.8,15.7,0.241,383.4
2024-02-22T10:00,17.1,58,0.00,0.28,4.3,15.7,0.241,557.5
2024-02-22T11:00,18.9,52,0.00,0.38,5.8,15.7,0.241,677.1
2024-02-22T12:00,20.2,33,0.00,0.45,6.0,15.7,0.241,729.9
2024-02-22T13:00,20.5,29,0.00,0.46,7.9,15.7,0.240,692.3
2024-02-22T14:00,20.5,28,0.00,0.44,9.8,15.7,0.240,624.6
2024-02-22T15:00,20.1,28,0.00,0.37,11.8,15.7,0.240,475.5
2024-02-22T16:00,19.2,34,0.00,0.27,11.9,15.7,0.240,299.1
2024-02-22T17:00,17.2,45,0.00,0.15,10.5,15.7,0.240,110.5
2024-02-22T18:00,14.7,51,0.00,0.06,7.6,15.7,0.234,0.0
2024-02-22T19:00,12.4,62,0.00,0.03,9.2,15.8,0.234,0.0
2024-02-22T20:00,11.2,68,0.00,0.03,11.1,15.8,0.234,0.0
2024-02-22T21:00,10.8,67,0.00,0.02,9.3,15.8,0.234,0.0
2024-02-22T22:00,11.2,65,0.00,0.02,8.7,15.8,0.234,0.0
2024-02-22T23:00,10.0,70,0.00,0.01,7.8,15.8,0.234,0.0
2024-02-23T00:00,10.1,68,0.00,0.02,8.7,15.8,0.234,0.0
2024-02-23T01:00,9.6,66,0.00,0.02,7.9,15.8,0.234,0.0
2024-02-23T02:00,8.8,68,0.00,0.01,7.5,15.8,0.234,0.0
2024-02-23T03:00,8.1,69,0.00,0.02,8.4,15.8,0.234,0.0
2024-02-23T04:00,8.2,67,0.00,0.01,6.7,15.8,0.234,0.0
2024-02-23T05:00,8.0,65,0.00,0.01,6.2,15.8,0.234,0.0
2024-02-23T06:00,8.1,77,0.00,0.01,7.7,15.8,0.235,0.0
2024-02-23T07:00,9.2,73,0.00,0.03,6.4,15.8,0.235,18.9
2024-02-23T08:00,11.8,66,0.00,0.06,3.1,15.8,0.235,191.0
2024-02-23T09:00,14.2,60,0.00,0.16,2.2,15.8,0.235,390.1
2024-02-23T10:00,16.5,54,0.00,0.28,1.8,15.7,0.235,564.9
2024-02-23T11:00,18.2,50,0.00,0.38,4.4,15.7,0.235,683.2
2024-02-23T12:00,19.3,44,0.00,0.44,6.6,15.7,0.235,735.9
2024-02-23T13:00,19.9,36,0.00,0.46,7.8,15.7,0.235,717.8
2024-02-23T14:00,20.1,35,0.00,0.42,7.4,15.7,0.235,631.4
2024-02-23T15:00,19.9,35,0.00,0.35,7.4,15.7,0.234,488.2
2024-02-23T16:00,19.4,36,0.00,0.25,6.4,15.7,0.234,305.2
2024-02-23T17:00,17.3,56,0.00,0.11,4.3,15.7,0.234,113.1
2024-02-23T18:00,13.5,62,0.00,0.05,9.2,15.7,0.224,0.0
2024-02-23T19:00,12.9,56,0.00,0.03,7.1,15.7,0.224,0.0
2024-02-23T20:00,12.2,54,0.00,0.03,7.4,15.7,0.224,0.0
2024-02-23T21:00,11.8,55,0.00,0.03,7.2,15.7,0.224,0.0
2024-02-23T22:00,11.6,57,0.00,0.03,7.5,15.8,0.224,0.0
